url,label
https://example.com/news,safe
https://www.google.com/?category=1,safe
https://www.python.org/?lang=en,safe
https://www.w3.org/?ref=home,safe
https://www.w3.org/terms,safe
https://example.org/support,safe
http://urgent-login.example.org/confirm?account=1,suspicious
http://192.0.2.10/account/account-update,suspicious
http://urgent-confirm.example.net/password,suspicious
https://www.wikipedia.org/,safe
http://192.0.2.10/secure/account-update,suspicious
http://203.0.113.10/account/confirm,suspicious
https://example.org/learn,safe
http://192.0.2.10/urgent/account-update,suspicious
https://secure.secure.example.com/secure?id=16,suspicious
https://www.w3.org/community,safe
https://www.google.com/products,safe
https://account.security.example.org/confirm,suspicious
https://www.gnu.org/?ref=home,safe
https://www.microsoft.com/?ref=home,safe
https://verify.secure.example.com/verify?id=2,suspicious
https://www.google.com/,safe
https://example.net/,safe
http://account.urgent.verify.example.org/login?session=21,suspicious
https://www.python.org/news,safe
https://www.google.com/learn,safe
https://www.microsoft.com/services,safe
https://www.gnu.org/support,safe
http://account.password.verify.example.org/login?session=22,suspicious
https://example.com/downloads,safe
https://verify.secure.example.com/verify?id=1,suspicious
http://account.verify.verify.example.org/login?session=2,suspicious
http://192.0.2.10/verify/account-update,suspicious
https://example.net/blog,safe
http://198.51.100.10/verify/account-update,suspicious
http://account.verify.verify.example.org/login?session=1,suspicious
http://secure-login.example.org/account,suspicious
https://www.github.com/products,safe
https://www.github.com/docs,safe
https://example.com/?ref=home,safe
https://account.secure.example.com/account?id=12,suspicious
http://198.51.100.10/confirm/account-update,suspicious
https://198.51.100.10/verify,suspicious
https://www.github.com/,safe
http://secure.account.verify.example.com/login,suspicious
https://verify.account.security.example.net/update,suspicious
http://203.0.113.10/signin/account-update,suspicious
https://confirm.secure.example.com/confirm?id=14,suspicious
https://example.net/?category=1,safe
https://www.gnu.org/services,safe
https://password.secure.example.com/password?id=23,suspicious
https://www.ietf.org/docs,safe
http://account.login.verify.example.org/login?session=5,suspicious
https://www.python.org/,safe
https://www.python.org/learn,safe
https://www.w3.org/services,safe
https://www.wikipedia.org/community,safe
https://example.org/contact,safe
https://www.gnu.org/,safe
https://www.mozilla.org/community,safe
https://example.org/about,safe
https://www.gnu.org/downloads,safe
http://account.signin.verify.example.org/login?session=8,suspicious
https://login.secure.example.com/login?id=5,suspicious
http://signin.verify.example.net/account,suspicious
https://www.mozilla.org/?category=1,safe
http://account.confirm.verify.example.org/login?session=15,suspicious
http://account.login.verify.example.org/login?session=4,suspicious
https://example.com/learn,safe
https://www.gnu.org/contact,safe
https://www.microsoft.com/about,safe
http://198.51.100.10/secure/account-update,suspicious
https://login.verify.example.com/account/update,suspicious
https://example.org/,safe
https://example.org/terms,safe
http://203.0.113.10/account/account-update,suspicious
http://example.com@192.0.2.10/login,suspicious
https://password.secure.example.com/password?id=24,suspicious
http://203.0.113.10/urgent/account-update,suspicious
https://www.python.org/services,safe
https://www.github.com/?sort=latest,safe
https://password-update.example.com/secure/login,suspicious
https://www.python.org/?sort=latest,safe
http://account.urgent.verify.example.org/login?session=19,suspicious
https://www.python.org/privacy,safe
https://www.microsoft.com/docs,safe
http://verify-account.example.com/login,suspicious
https://example.org/docs,safe
https://www.ietf.org/?sort=latest,safe
http://account.urgent.verify.example.org/login?session=20,suspicious
https://confirm-payment.example.org/urgent,suspicious
https://www.wikipedia.org/support,safe
http://203.0.113.10/verify/account-update,suspicious
https://example.com/products,safe
https://www.mozilla.org/?ref=home,safe
http://account.signin.verify.example.org/login?session=9,suspicious
http://192.0.2.10/login/account-update,suspicious
https://confirm.secure.example.com/confirm?id=15,suspicious
http://192.0.2.10/signin/account-update,suspicious
http://account.confirm.verify.example.org/login?session=13,suspicious
http://account.signin.verify.example.org/login?session=7,suspicious
https://urgent.secure.example.com/urgent?id=21,suspicious
https://www.mozilla.org/,safe
https://signin.secure.example.com/signin?id=7,suspicious
http://192.0.2.10/confirm/account-update,suspicious
https://www.github.com/services,safe
https://www.ietf.org/products,safe
https://urgent.secure.example.com/urgent?id=20,suspicious
https://www.ietf.org/blog,safe
https://secure.secure.example.com/secure?id=18,suspicious
https://secure.secure.example.com/secure?id=17,suspicious
